Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	sample_id	group	workflow
MEGAHIT-CONCOCTRefined-marine_sample_8.154	100.0	0.25	Neural Network (Specific Model)	11	0.865	3280868	334.23648797705715	5251030	0.48	4533	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.160_sub	99.73	0.06	Neural Network (Specific Model)	11	0.948	1926628	325.61673773987206	1926628	0.64	1876	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.171	98.76	0.31	Neural Network (Specific Model)	11	0.89	16058	309.62284859067097	4178633	0.47	4009	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.178	99.96	0.43	Neural Network (Specific Model)	11	0.904	2810555	321.24724409448817	4052141	0.59	3810	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.185	100.0	0.58	Neural Network (Specific Model)	11	0.885	2188486	385.1363474546102	7327492	0.35	5618	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.191	99.94	0.52	Neural Network (Specific Model)	11	0.871	14843	326.23994075536905	4542811	0.54	4051	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.193	86.7	2.0	Neural Network (Specific Model)	11	0.865	7527	272.3284858853721	3305969	0.64	3507	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.195	100.0	2.47	Neural Network (Specific Model)	11	0.845	69236	325.121271076524	5331522	0.46	4626	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.196	86.55	0.94	Neural Network (Specific Model)	11	0.863	7599	278.4729791099001	4257748	0.45	4404	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.3	87.14	1.03	Neural Network (Specific Model)	11	0.925	7855	292.8214814814815	2558724	0.35	2700	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.32	97.18	5.85	Neural Network (Specific Model)	11	0.894	465136	254.17644900953775	4619214	0.57	5452	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.37_sub	45.75	0.12	Gradient Boost (General Model)	11	0.823	3174	262.3375409069659	2043855	0.36	2139	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.39_sub	53.12	9.84	Neural Network (Specific Model)	11	0.888	2841	259.9955268389662	1765302	0.31	2012	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.46	99.98	0.92	Neural Network (Specific Model)	11	0.87	332785	307.09483793517404	3521485	0.5	3332	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.47	67.46	1.06	Neural Network (Specific Model)	11	0.841	3927	265.0227507755946	2739046	0.39	2901	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.50_sub	99.29	0.69	Neural Network (Specific Model)	11	0.574	61762	350.1285537700865	1478353	0.34	809	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.52	90.08	2.92	Neural Network (Specific Model)	11	0.897	6413	301.49313326551373	3957657	0.35	3932	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.55_sub	40.79	0.38	Neural Network (Specific Model)	11	0.863	2922	212.762473347548	1727408	0.55	2345	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.56	99.98	0.07	Neural Network (Specific Model)	11	0.833	132833	331.5742049469965	3378926	0.43	2830	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.5_sub	86.45	0.45	Neural Network (Specific Model)	11	0.899	6566	283.8894289185905	4666038	0.63	4938	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.63	77.02	1.37	Neural Network (Specific Model)	11	0.919	5626	289.3184847421957	2690123	0.31	2851	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.69	91.11	2.7	Neural Network (Specific Model)	11	0.877	8520	283.96333255975867	4178127	0.44	4309	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.74	98.38	2.74	Neural Network (Specific Model)	11	0.87	18926	314.98464966575887	4378496	0.57	4039	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.78	100.0	0.06	Neural Network (Specific Model)	11	0.851	104640	319.9445324881141	5687964	0.44	5048	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.79	100.0	2.18	Neural Network (Specific Model)	11	0.878	4324281	326.33734190337964	5369550	0.45	4823	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.84	60.11	0.4	Neural Network (Specific Model)	11	0.888	3501	261.0745794985719	2776825	0.42	3151	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.85	94.02	3.32	Neural Network (Specific Model)	11	0.882	10896	288.88969521045	5408026	0.46	5512	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.86	99.87	0.22	Neural Network (Specific Model)	11	0.915	1859341	285.75690607734805	1859341	0.43	1991	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.9	94.67	2.06	Neural Network (Specific Model)	11	0.86	10752	277.33006535947715	4728141	0.58	4896	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_8.90	100.0	0.19	Neural Network (Specific Model)	11	0.913	2562235	306.0207598903251	2562235	0.44	2553	None	marine_sample_8	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.1	48.29	3.11	Neural Network (Specific Model)	11	0.893	3082	262.7398812736104	1632751	0.31	1853	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.102	74.92	2.54	Neural Network (Specific Model)	11	0.918	4905	266.91803278688525	1434331	0.31	1647	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.108_sub	59.1	0.41	Neural Network (Specific Model)	11	0.899	3673	247.9481964696853	2151040	0.66	2606	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.112	100.0	0.9	Neural Network (Specific Model)	11	0.879	4324276	339.0079774753637	4927925	0.45	4262	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.115_sub	90.95	1.64	Neural Network (Specific Model)	11	0.872	6914	274.31431966726086	3169821	0.5	3366	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.116_sub	56.65	0.17	Neural Network (Specific Model)	11	0.879	3313	262.3842957130359	4083934	0.72	4572	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.117	100.0	0.61	Neural Network (Specific Model)	11	0.845	5145890	331.85664105378703	5358808	0.46	4555	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.118	100.0	1.57	Neural Network (Specific Model)	11	0.872	68788	326.20632026739594	3687001	0.45	3291	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.120_sub	85.51	0.45	Neural Network (Specific Model)	11	0.767	7185	263.2909807558544	4433860	0.43	4313	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.128	74.28	1.34	Neural Network (Specific Model)	11	0.919	4777	243.2264048008729	1447496	0.43	1833	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.129_sub	47.47	2.32	Neural Network (Specific Model)	11	0.899	3418	217.07270650932625	1892743	0.58	2627	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.12_sub	89.36	2.76	Neural Network (Specific Model)	11	0.87	7379	304.75725294650954	4627809	0.41	4412	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.13	99.95	0.02	Neural Network (Specific Model)	11	0.903	2106943	341.20734557595995	3389855	0.37	2995	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.133	98.85	0.16	Neural Network (Specific Model)	11	0.877	31962	329.446511627907	4597936	0.45	4085	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.134	79.26	1.28	Neural Network (Specific Model)	11	0.911	5803	284.2434356920338	2100407	0.44	2247	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.136	100.0	0.25	Neural Network (Specific Model)	11	0.865	4972124	334.386448907526	5251060	0.48	4531	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.142	97.39	2.3	Neural Network (Specific Model)	11	0.881	12252	294.472211648268	5262499	0.45	5254	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.145	100.0	0.47	Neural Network (Specific Model)	11	0.867	527964	337.59149692854834	7217622	0.73	6186	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.153_sub	95.97	43.0	Neural Network (Specific Model)	11	0.883	5128	291.36981424148604	6385074	0.45	6460	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.155	78.92	2.37	Neural Network (Specific Model)	11	0.885	4660	276.7432818753573	4915397	0.59	5247	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.167	38.78	0.56	Neural Network (Specific Model)	11	0.892	2956	249.24419297200717	1403967	0.54	1679	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.168	99.98	0.5	Neural Network (Specific Model)	11	0.889	22485	294.2962962962963	3370754	0.63	3402	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.17	100.0	0.94	Neural Network (Specific Model)	11	0.876	3176251	320.4112375043089	3176251	0.57	2901	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.182	99.99	0.12	Neural Network (Specific Model)	11	0.918	47914	360.75501036627503	3409130	0.32	2894	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.184_sub	100.0	54.39	Neural Network (Specific Model)	11	0.867	6086	278.68986820428336	7014340	0.39	7284	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.21_sub	69.81	9.85	Neural Network (Specific Model)	11	0.881	3483	263.45986707566465	3503206	0.38	3912	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.24_sub	75.89	1.38	Neural Network (Specific Model)	11	0.88	4698	274.82880529432254	5369959	0.54	5742	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.30	99.75	0.3	Neural Network (Specific Model)	11	0.844	215038	311.2285104111052	4136533	0.66	3746	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.37	97.25	6.29	Neural Network (Specific Model)	11	0.894	95792	252.2929808568824	4614062	0.57	5485	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.43	93.78	0.66	Neural Network (Specific Model)	11	0.874	9836	301.84830137907835	3073869	0.45	2973	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.45	99.98	0.64	Neural Network (Specific Model)	11	0.877	4079416	304.1404958677686	4145230	0.52	3993	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.5	100.0	0.04	Neural Network (Specific Model)	11	0.952	1739478	321.31597023468805	1762952	0.63	1747	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.52	100.0	0.19	Neural Network (Specific Model)	11	0.913	2562219	306.0156678417548	2562219	0.44	2553	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.58	99.99	0.58	Neural Network (Specific Model)	11	0.852	1667141	260.4086433260394	1667141	0.54	1828	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.59_sub	80.54	1.24	Neural Network (Specific Model)	11	0.877	4756	269.4454804454804	3551365	0.44	3861	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.61_sub	76.61	6.14	Neural Network (Specific Model)	11	0.881	6256	282.0878084179971	3962659	0.41	4134	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.65	99.97	0.0	Neural Network (Specific Model)	11	0.889	239181	314.7615596963423	3075506	0.33	2898	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.68	100.0	0.58	Neural Network (Specific Model)	11	0.885	2188456	385.076348104645	7327474	0.35	5619	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.73_sub	98.34	0.32	Neural Network (Specific Model)	11	0.57	51162	360.5322777101096	1557106	0.35	821	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.75_sub	61.89	0.63	Neural Network (Specific Model)	11	0.87	3729	265.1083784910379	2188376	0.55	2399	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.81	99.98	0.07	Neural Network (Specific Model)	11	0.833	132929	331.94261424017003	3374150	0.43	2823	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.82_sub	82.95	1.41	Neural Network (Specific Model)	11	0.905	5709	292.8156952965236	3792684	0.35	3912	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.92	100.0	0.04	Neural Network (Specific Model)	11	0.869	107432	299.3965517241379	2455810	0.33	2378	None	marine_sample_9	marine	nf-mag
MEGAHIT-CONCOCTRefined-marine_sample_9.99	100.0	0.07	Neural Network (Specific Model)	11	0.851	104628	319.9001782531194	5688249	0.44	5049	None	marine_sample_9	marine	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_0.004_sub	90.79	4.49	Neural Network (Specific Model)	11	0.911	24652	348.0367775831874	3267048	0.49	2855	None	HMP_sample_0	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_0.010	99.91	0.14	Neural Network (Specific Model)	11	0.859	2554355	327.1864253393665	3781036	0.63	3315	None	HMP_sample_0	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_0.014	100.0	1.45	Neural Network (Specific Model)	11	0.882	3592119	321.8789920890712	3729953	0.49	3413	None	HMP_sample_0	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_0.033	7.15	0.14	Neural Network (Specific Model)	11	0.889	166180	323.0877192982456	248079	0.42	228	None	HMP_sample_0	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_1.004	100.0	0.37	Neural Network (Specific Model)	11	0.883	316626	347.05370524562863	2826065	0.56	2402	None	HMP_sample_1	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_1.008	82.42	2.92	Neural Network (Specific Model)	11	0.877	7137	288.54772494013	2881736	0.45	2923	None	HMP_sample_1	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_1.011_sub	89.04	2.63	Neural Network (Specific Model)	11	0.912	7267	278.75636363636363	1508960	0.37	1650	None	HMP_sample_1	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_2.001_sub	84.11	0.49	Neural Network (Specific Model)	11	0.888	18197	346.5294291629696	3952531	0.46	3381	None	HMP_sample_2	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_2.002_sub	9.46	0.01	Neural Network (Specific Model)	11	0.875	5416	232.0462962962963	257051	0.61	324	None	HMP_sample_2	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_2.005_sub	82.82	1.05	Neural Network (Specific Model)	11	0.917	6020	294.7969276882728	2569240	0.4	2669	None	HMP_sample_2	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_3.001	99.97	0.28	Neural Network (Specific Model)	11	0.86	1949862	294.37112860892387	1951997	0.52	1905	None	HMP_sample_3	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_3.003	100.0	2.31	Neural Network (Specific Model)	11	0.848	4341942	287.25632911392404	4484540	0.43	4424	None	HMP_sample_3	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_3.015	100.0	1.67	Neural Network (Specific Model)	11	0.883	3592092	324.3238756414126	3645202	0.49	3313	None	HMP_sample_3	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_3.018	99.97	0.91	Neural Network (Specific Model)	11	0.895	1967074	350.815852205006	1971172	0.64	1678	None	HMP_sample_3	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.002_sub	100.0	4.26	Neural Network (Specific Model)	11	0.88	988112	324.2402877697842	3834445	0.58	3475	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.008	95.76	2.09	Neural Network (Specific Model)	11	0.857	15782	280.61412756984714	1858836	0.5	1897	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.011	92.81	2.18	Neural Network (Specific Model)	11	0.876	17601	301.734076433121	2590582	0.43	2512	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.012_sub	100.0	3.24	Neural Network (Specific Model)	11	0.882	4662862	321.4782807498857	4774963	0.45	4374	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.017_sub	99.99	0.36	Neural Network (Specific Model)	11	0.898	1492530	325.1551993745113	2775489	0.37	2558	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_4.020_sub	99.99	0.02	Neural Network (Specific Model)	11	0.89	1809735	358.935719019218	1821147	0.44	1509	None	HMP_sample_4	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_5.003	99.95	1.0	Neural Network (Specific Model)	11	0.891	3149198	321.9390828199863	3158339	0.45	2922	None	HMP_sample_5	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_5.004	99.81	1.05	Neural Network (Specific Model)	11	0.867	208642	320.4049382716049	4032463	0.44	3645	None	HMP_sample_5	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_5.006	100.0	0.78	Neural Network (Specific Model)	11	0.885	2745195	349.1746742671009	2902412	0.56	2456	None	HMP_sample_5	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_5.008	99.99	1.85	Neural Network (Specific Model)	11	0.884	5188963	363.39810874704494	5211085	0.43	4230	None	HMP_sample_5	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.002	99.89	0.49	Neural Network (Specific Model)	11	0.869	53660	350.4951729686243	3002499	0.69	2486	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.007	94.38	0.75	Neural Network (Specific Model)	11	0.875	12242	333.01007274762173	2036957	0.53	1787	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.008	99.91	0.33	Neural Network (Specific Model)	11	0.897	57505	320.61524947294447	3046197	0.51	2846	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.013	89.56	3.15	Neural Network (Specific Model)	11	0.83	15668	292.00060204695967	1751539	0.35	1661	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.014	100.0	3.55	Neural Network (Specific Model)	11	0.828	4109659	303.97884212973725	4732977	0.29	4301	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_6.016	99.84	0.26	Neural Network (Specific Model)	11	0.9	53651	313.07270168855536	2220512	0.36	2132	None	HMP_sample_6	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_7.013	97.09	2.4	Neural Network (Specific Model)	11	0.853	18618	307.5051362215275	2419286	0.54	2239	None	HMP_sample_7	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_8.015	99.61	0.82	Neural Network (Specific Model)	11	0.911	68061	298.58667972575904	2002731	0.45	2042	None	HMP_sample_8	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.005	100.0	1.41	Neural Network (Specific Model)	11	0.882	3592117	325.36539050535987	3606851	0.48	3265	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.006	99.97	1.16	Neural Network (Specific Model)	11	0.88	301203	291.87594278283484	3815279	0.55	3845	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.007	100.0	3.64	Neural Network (Specific Model)	11	0.88	353559	322.17568203198493	4661841	0.45	4252	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.008	99.99	0.03	Neural Network (Specific Model)	11	0.864	2504341	318.49295154185023	2506993	0.53	2270	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.011_sub	92.41	1.68	Neural Network (Specific Model)	11	0.895	324749	384.7872797593468	5994755	0.43	4654	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.014	99.95	1.18	Neural Network (Specific Model)	11	0.894	1967089	349.1567251461988	2001002	0.64	1710	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-HMP_sample_9.015	99.99	3.86	Neural Network (Specific Model)	11	0.877	3632250	340.36252354048963	3705184	0.64	3186	None	HMP_sample_9	HMP	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_0.011_sub	67.17	0.84	Gradient Boost (General Model)	11	0.928	4035	290.13813116657	1613025	0.47	1723	None	MG_sample_0	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_1.010	99.86	0.06	Neural Network (Specific Model)	11	0.856	33683	295.97433841218924	2582709	0.47	2494	None	MG_sample_1	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_1.019_sub	55.43	0.02	Neural Network (Specific Model)	11	0.879	3977	247.83634933123523	1072523	0.54	1271	None	MG_sample_1	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_10.005_sub	100.0	7.17	Gradient Boost (General Model)	11	0.889	103815	313.0220472440945	2678341	0.52	2540	None	MG_sample_10	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_10.014_sub	85.69	0.55	Neural Network (Specific Model)	11	0.833	15121	289.6628374497415	1812463	0.39	1741	None	MG_sample_10	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_11.007	93.5	0.79	Neural Network (Specific Model)	11	0.88	13107	337.25160187953867	2687976	0.65	2341	None	MG_sample_11	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_11.008_sub	98.13	0.27	Gradient Boost (General Model)	11	0.87	579438	329.2738095238095	2189943	0.51	1932	None	MG_sample_11	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_11.022_sub	88.24	1.14	Neural Network (Specific Model)	11	0.89	153481	324.30325680726105	4084839	0.5	3746	None	MG_sample_11	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.002	70.73	0.49	Neural Network (Specific Model)	11	0.897	4815	292.7830615942029	2159149	0.57	2208	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.004	82.25	2.1	Neural Network (Specific Model)	11	0.877	6874	267.86626016260163	2249043	0.46	2460	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.008_sub	99.88	0.51	Neural Network (Specific Model)	11	0.88	148186	334.03792048929665	1859252	0.58	1635	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.009	99.53	1.04	Neural Network (Specific Model)	11	0.877	201524	328.4447723440135	2662369	0.67	2372	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.015	98.85	0.52	Neural Network (Specific Model)	11	0.88	2115604	342.25976138828634	2147986	0.6	1844	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.016	94.39	0.28	Neural Network (Specific Model)	4	0.918	25074	350.2769953051643	730114	0.25	639	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_2.018_sub	99.5	0.36	Neural Network (Specific Model)	11	0.857	33734	294.52522746071133	2489556	0.47	2418	None	MG_sample_2	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_5.002	100.0	0.38	Gradient Boost (General Model)	11	0.872	110328	333.2581781580272	2274962	0.42	1987	None	MG_sample_5	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_5.003	99.23	0.86	Gradient Boost (General Model)	11	0.913	544246	316.55749636098983	2853081	0.52	2748	None	MG_sample_5	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_5.012_sub	80.98	9.02	Neural Network (Specific Model)	11	0.88	3963	261.3281061519904	2948310	0.48	3316	None	MG_sample_5	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_6.007	99.84	0.27	Neural Network (Specific Model)	11	0.859	29853	293.1839904420549	2566377	0.47	2511	None	MG_sample_6	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_6.019	93.58	0.71	Gradient Boost (General Model)	11	0.913	9227	284.609490470634	2400090	0.53	2571	None	MG_sample_6	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_6.027_sub	78.98	2.71	Neural Network (Specific Model)	11	0.917	18389	370.8057142857143	2544510	0.51	2100	None	MG_sample_6	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_7.004	99.57	0.1	Neural Network (Specific Model)	11	0.885	34855	298.6988636363636	1957729	0.42	1936	None	MG_sample_7	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_7.008	99.93	3.76	Neural Network (Specific Model)	11	0.87	41192	287.20533948582727	2998838	0.46	3034	None	MG_sample_7	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_7.015	100.0	0.04	Gradient Boost (General Model)	11	0.927	106801	346.2820353707726	3606339	0.46	3223	None	MG_sample_7	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_8.005	94.37	1.52	Neural Network (Specific Model)	11	0.87	43500	288.4325323475046	2684757	0.46	2705	None	MG_sample_8	MG	nf-mag
MEGAHIT-MaxBin2Refined-MG_sample_9.001	92.26	0.58	Neural Network (Specific Model)	11	0.87	43493	288.9081751259202	2567191	0.46	2581	None	MG_sample_9	MG	nf-mag
MEGAHIT-MaxBin2Refined-Plant_sample_1.003	99.93	1.14	Neural Network (Specific Model)	11	0.847	85860	328.4525036818851	6307149	0.73	5432	None	Plant_sample_1	Plant	nf-mag
MEGAHIT-MaxBin2Refined-Plant_sample_1.005_sub	100.0	1.24	Neural Network (Specific Model)	11	0.909	7386782	324.01408946812256	9086886	0.69	8517	None	Plant_sample_1	Plant	nf-mag
