binner	BinScore	avg_counts	dataset
comebin_concoct_binny	>0.6	4.9	Mouse_gut
comebin_concoct_binny	>0.7	4.05263157894737	Mouse_gut
comebin_concoct_binny	>0.8	10.9444444444444	Mouse_gut
comebin_concoct_binny	>0.9	56.15	Mouse_gut
comebin_concoct_binny	>=0.5	5.42105263157895	Mouse_gut
comebin_concoct_metabat	<0.5	63.45	Mouse_gut
comebin_concoct_metabat	>0.6	4.78947368421053	Mouse_gut
comebin_concoct_metabat	>0.7	4.63157894736842	Mouse_gut
comebin_concoct_metabat	>0.8	10.1578947368421	Mouse_gut
comebin_concoct_metabat	>0.9	50	Mouse_gut
comebin_concoct_metabat	>=0.5	5.05	Mouse_gut
comebin_concoct_metabat_binny	<0.5	66.85	Mouse_gut
comebin_concoct_metabat_binny	>0.6	5.85	Mouse_gut
comebin_concoct_metabat_binny	>0.7	5.3	Mouse_gut
comebin_concoct_metabat_binny	>0.8	13.6315789473684	Mouse_gut
comebin_concoct_metabat_binny	>0.9	71.55	Mouse_gut
comebin_concoct_metabat_binny	>=0.5	6.25	Mouse_gut
comebin_concoct_metabinner	<0.5	52.2	Mouse_gut
comebin_concoct_metabinner	>0.6	5.25	Mouse_gut
comebin_concoct_metabinner	>0.7	4.10526315789474	Mouse_gut
comebin_concoct_metabinner	>0.8	10.7222222222222	Mouse_gut
comebin_concoct_metabinner	>0.9	53.8	Mouse_gut
comebin_concoct_metabinner	>=0.5	6.83333333333333	Mouse_gut
comebin_concoct_metabinner_binny	<0.5	55.6	Mouse_gut
comebin_concoct_metabinner_binny	>0.6	6.55	Mouse_gut
comebin_concoct_metabinner_binny	>0.7	4.8	Mouse_gut
comebin_concoct_metabinner_binny	>0.8	14.3888888888889	Mouse_gut
comebin_concoct_metabinner_binny	>0.9	75.35	Mouse_gut
comebin_concoct_metabinner_binny	>=0.5	7.73684210526316	Mouse_gut
comebin_concoct_metabinner_metabat	<0.5	70.35	Mouse_gut
comebin_concoct_metabinner_metabat	>0.6	6.2	Mouse_gut
comebin_concoct_metabinner_metabat	>0.7	5.63157894736842	Mouse_gut
comebin_concoct_metabinner_metabat	>0.8	13.4210526315789	Mouse_gut
comebin_concoct_metabinner_metabat	>0.9	69.2	Mouse_gut
comebin_concoct_metabinner_metabat	>=0.5	7.25	Mouse_gut
comebin_concoct_metabinner_metabat_binny	<0.5	73.75	Mouse_gut
comebin_concoct_metabinner_metabat_binny	>0.6	7.5	Mouse_gut
comebin_concoct_metabinner_metabat_binny	>0.7	6.25	Mouse_gut
comebin_concoct_metabinner_metabat_binny	>0.8	16.8947368421053	Mouse_gut
comebin_concoct_metabinner_metabat_binny	>0.9	90.75	Mouse_gut
comebin_concoct_metabinner_metabat_binny	>=0.5	8.45	Mouse_gut
comebin_maxbin	<0.5	39.95	Mouse_gut
comebin_maxbin	>0.6	4.31578947368421	Mouse_gut
comebin_maxbin	>0.7	3.47368421052632	Mouse_gut
comebin_maxbin	>0.8	7.25	Mouse_gut
comebin_maxbin	>0.9	32.1	Mouse_gut
comebin_maxbin	>=0.5	5.29411764705882	Mouse_gut
comebin_maxbin_binny	<0.5	43.35	Mouse_gut
comebin_maxbin_binny	>0.6	5.4	Mouse_gut
comebin_maxbin_binny	>0.7	4.42105263157895	Mouse_gut
comebin_maxbin_binny	>0.8	10.55	Mouse_gut
comebin_maxbin_binny	>0.9	53.65	Mouse_gut
comebin_maxbin_binny	>=0.5	6.33333333333333	Mouse_gut
comebin_maxbin_concoct	<0.5	62.95	Mouse_gut
comebin_maxbin_concoct	>0.6	6	Mouse_gut
comebin_maxbin_concoct	>0.7	4.75	Mouse_gut
comebin_maxbin_concoct	>0.8	10.1	Mouse_gut
comebin_maxbin_concoct	>0.9	47	Mouse_gut
comebin_maxbin_concoct	>=0.5	6.68421052631579	Mouse_gut
comebin_maxbin_concoct_binny	<0.5	66.35	Mouse_gut
comebin_maxbin_concoct_binny	>0.6	7	Mouse_gut
comebin_maxbin_concoct_binny	>0.7	5.65	Mouse_gut
comebin_maxbin_concoct_binny	>0.8	13.4	Mouse_gut
comebin_maxbin_concoct_binny	>0.9	68.55	Mouse_gut
comebin_maxbin_concoct_binny	>=0.5	7.55	Mouse_gut
comebin_maxbin_concoct_metabat	<0.5	81.1	Mouse_gut
comebin_maxbin_concoct_metabat	>0.6	6.65	Mouse_gut
comebin_maxbin_concoct_metabat	>0.7	6.2	Mouse_gut
comebin_maxbin_concoct_metabat	>0.8	13.2	Mouse_gut
comebin_maxbin_concoct_metabat	>0.9	62.4	Mouse_gut
comebin_maxbin_concoct_metabat	>=0.5	7.45	Mouse_gut
comebin_maxbin_concoct_metabat_binny	<0.5	84.5	Mouse_gut
comebin_maxbin_concoct_metabat_binny	>0.6	7.95	Mouse_gut
comebin_maxbin_concoct_metabat_binny	>0.7	7.1	Mouse_gut
comebin_maxbin_concoct_metabat_binny	>0.8	16.5	Mouse_gut
comebin_maxbin_concoct_metabat_binny	>0.9	83.95	Mouse_gut
comebin_maxbin_concoct_metabat_binny	>=0.5	8.65	Mouse_gut
comebin_maxbin_concoct_metabinner	<0.5	69.85	Mouse_gut
comebin_maxbin_concoct_metabinner	>0.6	7.35	Mouse_gut
comebin_maxbin_concoct_metabinner	>0.7	5.7	Mouse_gut
comebin_maxbin_concoct_metabinner	>0.8	13.2	Mouse_gut
comebin_maxbin_concoct_metabinner	>0.9	66.2	Mouse_gut
comebin_maxbin_concoct_metabinner	>=0.5	9	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	<0.5	73.25	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	>0.6	8.65	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	>0.7	6.6	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	>0.8	16.5	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	>0.9	87.75	Mouse_gut
comebin_maxbin_concoct_metabinner_binny	>=0.5	9.75	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	<0.5	88	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	>0.6	8.3	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	>0.7	7.15	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	>0.8	16.3	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	>0.9	81.6	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat	>=0.5	9.65	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	<0.5	91.4	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	>0.6	9.6	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	>0.7	8.05	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	>0.8	19.6	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	>0.9	103.15	Mouse_gut
comebin_maxbin_concoct_metabinner_metabat_binny	>=0.5	10.85	Mouse_gut
comebin_maxbin_metabat	<0.5	58.1	Mouse_gut
comebin_maxbin_metabat	>0.6	5.05	Mouse_gut
comebin_maxbin_metabat	>0.7	5	Mouse_gut
comebin_maxbin_metabat	>0.8	10.35	Mouse_gut
comebin_maxbin_metabat	>0.9	47.5	Mouse_gut
comebin_maxbin_metabat	>=0.5	6.22222222222222	Mouse_gut
comebin_maxbin_metabat_binny	<0.5	61.5	Mouse_gut
comebin_maxbin_metabat_binny	>0.6	6.35	Mouse_gut
comebin_maxbin_metabat_binny	>0.7	5.94736842105263	Mouse_gut
comebin_maxbin_metabat_binny	>0.8	13.65	Mouse_gut
comebin_maxbin_metabat_binny	>0.9	69.05	Mouse_gut
comebin_maxbin_metabat_binny	>=0.5	7.55555555555556	Mouse_gut
comebin_maxbin_metabinner	<0.5	46.85	Mouse_gut
comebin_maxbin_metabinner	>0.6	5.75	Mouse_gut
comebin_maxbin_metabinner	>0.7	4.47368421052632	Mouse_gut
comebin_maxbin_metabinner	>0.8	10.35	Mouse_gut
comebin_maxbin_metabinner	>0.9	51.3	Mouse_gut
comebin_maxbin_metabinner	>=0.5	7.05263157894737	Mouse_gut
comebin_maxbin_metabinner_binny	<0.5	50.25	Mouse_gut
comebin_maxbin_metabinner_binny	>0.6	7.05	Mouse_gut
comebin_maxbin_metabinner_binny	>0.7	5.42105263157895	Mouse_gut
comebin_maxbin_metabinner_binny	>0.8	13.65	Mouse_gut
comebin_maxbin_metabinner_binny	>0.9	72.85	Mouse_gut
comebin_maxbin_metabinner_binny	>=0.5	7.9	Mouse_gut
comebin_maxbin_metabinner_metabat	<0.5	65	Mouse_gut
comebin_maxbin_metabinner_metabat	>0.6	6.7	Mouse_gut
comebin_maxbin_metabinner_metabat	>0.7	6	Mouse_gut
comebin_maxbin_metabinner_metabat	>0.8	13.45	Mouse_gut
comebin_maxbin_metabinner_metabat	>0.9	66.7	Mouse_gut
comebin_maxbin_metabinner_metabat	>=0.5	7.8	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	<0.5	68.4	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	>0.6	8	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	>0.7	6.94736842105263	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	>0.8	16.75	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	>0.9	88.25	Mouse_gut
comebin_maxbin_metabinner_metabat_binny	>=0.5	9	Mouse_gut
comebin_metabat	<0.5	40.45	Mouse_gut
comebin_metabat	>0.6	3.47058823529412	Mouse_gut
comebin_metabat	>0.7	3.6875	Mouse_gut
comebin_metabat	>0.8	7.15789473684211	Mouse_gut
comebin_metabat	>0.9	35.1	Mouse_gut
comebin_metabat	>=0.5	3.55555555555556	Mouse_gut
comebin_metabat_binny	<0.5	43.85	Mouse_gut
comebin_metabat_binny	>0.6	4.25	Mouse_gut
comebin_metabat_binny	>0.7	4.27777777777778	Mouse_gut
comebin_metabat_binny	>0.8	10.6315789473684	Mouse_gut
comebin_metabat_binny	>0.9	56.65	Mouse_gut
comebin_metabat_binny	>=0.5	4.88888888888889	Mouse_gut
comebin_metabinner	<0.5	29.2	Mouse_gut
comebin_metabinner	>0.6	3.84210526315789	Mouse_gut
comebin_metabinner	>0.7	3.0625	Mouse_gut
comebin_metabinner	>0.8	7.55555555555556	Mouse_gut
comebin_metabinner	>0.9	38.9	Mouse_gut
comebin_metabinner	>=0.5	4.77777777777778	Mouse_gut
comebin_metabinner_binny	<0.5	32.6	Mouse_gut
comebin_metabinner_binny	>0.6	4.95	Mouse_gut
comebin_metabinner_binny	>0.7	3.72222222222222	Mouse_gut
comebin_metabinner_binny	>0.8	11.2222222222222	Mouse_gut
comebin_metabinner_binny	>0.9	60.45	Mouse_gut
comebin_metabinner_binny	>=0.5	5.78947368421053	Mouse_gut
comebin_metabinner_metabat	<0.5	47.35	Mouse_gut
comebin_metabinner_metabat	>0.6	4.84210526315789	Mouse_gut
comebin_metabinner_metabat	>0.7	4.58823529411765	Mouse_gut
comebin_metabinner_metabat	>0.8	10.4210526315789	Mouse_gut
comebin_metabinner_metabat	>0.9	54.3	Mouse_gut
comebin_metabinner_metabat	>=0.5	5.4	Mouse_gut
comebin_metabinner_metabat_binny	<0.5	50.75	Mouse_gut
comebin_metabinner_metabat_binny	>0.6	5.9	Mouse_gut
comebin_metabinner_metabat_binny	>0.7	5.05263157894737	Mouse_gut
comebin_metabinner_metabat_binny	>0.8	13.8947368421053	Mouse_gut
comebin_metabinner_metabat_binny	>0.9	75.85	Mouse_gut
comebin_metabinner_metabat_binny	>=0.5	6.6	Mouse_gut
comebin_semibin2	<0.5	46.75	Mouse_gut
comebin_semibin2	>0.6	3.73684210526316	Mouse_gut
comebin_semibin2	>0.7	3.61111111111111	Mouse_gut
comebin_semibin2	>0.8	7.42105263157895	Mouse_gut
comebin_semibin2	>0.9	40.4	Mouse_gut
comebin_semibin2	>=0.5	4.72222222222222	Mouse_gut
comebin_semibin2_binny	<0.5	50.15	Mouse_gut
comebin_semibin2_binny	>0.6	4.85	Mouse_gut
comebin_semibin2_binny	>0.7	4.36842105263158	Mouse_gut
comebin_semibin2_binny	>0.8	10.8947368421053	Mouse_gut
comebin_semibin2_binny	>0.9	61.95	Mouse_gut
comebin_semibin2_binny	>=0.5	6.05555555555556	Mouse_gut
comebin_semibin2_concoct	<0.5	69.75	Mouse_gut
comebin_semibin2_concoct	>0.6	5.15	Mouse_gut
comebin_semibin2_concoct	>0.7	5.22222222222222	Mouse_gut
comebin_semibin2_concoct	>0.8	10.4210526315789	Mouse_gut
comebin_semibin2_concoct	>0.9	55.3	Mouse_gut
comebin_semibin2_concoct	>=0.5	6.42105263157895	Mouse_gut
comebin_semibin2_concoct_binny	<0.5	73.15	Mouse_gut
comebin_semibin2_concoct_binny	>0.6	6.45	Mouse_gut
comebin_semibin2_concoct_binny	>0.7	5.89473684210526	Mouse_gut
comebin_semibin2_concoct_binny	>0.8	13.8947368421053	Mouse_gut
comebin_semibin2_concoct_binny	>0.9	76.85	Mouse_gut
comebin_semibin2_concoct_binny	>=0.5	7.68421052631579	Mouse_gut
comebin_semibin2_concoct_metabat	<0.5	87.9	Mouse_gut
comebin_semibin2_concoct_metabat	>0.6	6.1	Mouse_gut
comebin_semibin2_concoct_metabat	>0.7	6.47368421052632	Mouse_gut
comebin_semibin2_concoct_metabat	>0.8	13	Mouse_gut
comebin_semibin2_concoct_metabat	>0.9	70.7	Mouse_gut
comebin_semibin2_concoct_metabat	>=0.5	7.2	Mouse_gut
comebin_semibin2_concoct_metabat_binny	<0.5	91.3	Mouse_gut
comebin_semibin2_concoct_metabat_binny	>0.6	7.4	Mouse_gut
comebin_semibin2_concoct_metabat_binny	>0.7	7.05	Mouse_gut
comebin_semibin2_concoct_metabat_binny	>0.8	16.3	Mouse_gut
comebin_semibin2_concoct_metabat_binny	>0.9	92.25	Mouse_gut
comebin_semibin2_concoct_metabat_binny	>=0.5	8.4	Mouse_gut
comebin_semibin2_concoct_metabinner	<0.5	76.65	Mouse_gut
comebin_semibin2_concoct_metabinner	>0.6	6.8	Mouse_gut
comebin_semibin2_concoct_metabinner	>0.7	5.94736842105263	Mouse_gut
comebin_semibin2_concoct_metabinner	>0.8	13.6842105263158	Mouse_gut
comebin_semibin2_concoct_metabinner	>0.9	74.5	Mouse_gut
comebin_semibin2_concoct_metabinner	>=0.5	8.73684210526316	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	<0.5	80.05	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	>0.6	8.1	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	>0.7	6.55	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	>0.8	17.1578947368421	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	>0.9	96.05	Mouse_gut
comebin_semibin2_concoct_metabinner_binny	>=0.5	10	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	<0.5	94.8	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	>0.6	7.75	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	>0.7	7.47368421052632	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	>0.8	16.1	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	>0.9	89.9	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat	>=0.5	9.4	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	<0.5	98.2	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	>0.6	9.05	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	>0.7	8	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	>0.8	19.4	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	>0.9	111.45	Mouse_gut
comebin_semibin2_concoct_metabinner_metabat_binny	>=0.5	10.6	Mouse_gut
comebin_semibin2_maxbin	<0.5	64.4	Mouse_gut
comebin_semibin2_maxbin	>0.6	5.65	Mouse_gut
comebin_semibin2_maxbin	>0.7	5.05	Mouse_gut
comebin_semibin2_maxbin	>0.8	10.6	Mouse_gut
comebin_semibin2_maxbin	>0.9	52.8	Mouse_gut
comebin_semibin2_maxbin	>=0.5	7	Mouse_gut
comebin_semibin2_maxbin_binny	<0.5	67.8	Mouse_gut
comebin_semibin2_maxbin_binny	>0.6	6.95	Mouse_gut
comebin_semibin2_maxbin_binny	>0.7	5.95	Mouse_gut
comebin_semibin2_maxbin_binny	>0.8	13.9	Mouse_gut
comebin_semibin2_maxbin_binny	>0.9	74.35	Mouse_gut
comebin_semibin2_maxbin_binny	>=0.5	8.26315789473684	Mouse_gut
comebin_semibin2_maxbin_concoct	<0.5	87.4	Mouse_gut
comebin_semibin2_maxbin_concoct	>0.6	7.25	Mouse_gut
comebin_semibin2_maxbin_concoct	>0.7	6.5	Mouse_gut
comebin_semibin2_maxbin_concoct	>0.8	13.45	Mouse_gut
comebin_semibin2_maxbin_concoct	>0.9	67.7	Mouse_gut
comebin_semibin2_maxbin_concoct	>=0.5	8.5	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	<0.5	90.8	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	>0.6	8.55	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	>0.7	7.4	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	>0.8	16.75	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	>0.9	89.25	Mouse_gut
comebin_semibin2_maxbin_concoct_binny	>=0.5	9.7	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	<0.5	105.55	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	>0.6	8.2	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	>0.7	7.95	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	>0.8	16.55	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	>0.9	83.1	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat	>=0.5	9.6	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	<0.5	108.95	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	>0.6	9.5	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	>0.7	8.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	>0.8	19.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	>0.9	104.65	Mouse_gut
comebin_semibin2_maxbin_concoct_metabat_binny	>=0.5	10.8	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	<0.5	94.3	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	>0.6	8.9	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	>0.7	7.45	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	>0.8	16.55	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	>0.9	86.9	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner	>=0.5	10.7	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	<0.5	97.7	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	>0.6	10.2	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	>0.7	8.35	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	>0.8	19.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	>0.9	108.45	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_binny	>=0.5	11.9	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	<0.5	112.45	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	>0.6	9.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	>0.7	8.9	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	>0.8	19.65	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	>0.9	102.3	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat	>=0.5	11.8	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	<0.5	115.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	>0.6	11.15	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	>0.7	9.8	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	>0.8	22.95	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	>0.9	123.85	Mouse_gut
comebin_semibin2_maxbin_concoct_metabinner_metabat_binny	>=0.5	13	Mouse_gut
comebin_semibin2_maxbin_metabat	<0.5	82.55	Mouse_gut
comebin_semibin2_maxbin_metabat	>0.6	6.6	Mouse_gut
comebin_semibin2_maxbin_metabat	>0.7	6.5	Mouse_gut
comebin_semibin2_maxbin_metabat	>0.8	13.7	Mouse_gut
comebin_semibin2_maxbin_metabat	>0.9	68.2	Mouse_gut
comebin_semibin2_maxbin_metabat	>=0.5	8.1578947368421	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	<0.5	85.95	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	>0.6	7.9	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	>0.7	7.4	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	>0.8	17	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	>0.9	89.75	Mouse_gut
comebin_semibin2_maxbin_metabat_binny	>=0.5	9.42105263157895	Mouse_gut
comebin_semibin2_maxbin_metabinner	<0.5	71.3	Mouse_gut
comebin_semibin2_maxbin_metabinner	>0.6	7.3	Mouse_gut
comebin_semibin2_maxbin_metabinner	>0.7	6	Mouse_gut
comebin_semibin2_maxbin_metabinner	>0.8	13.7	Mouse_gut
comebin_semibin2_maxbin_metabinner	>0.9	72	Mouse_gut
comebin_semibin2_maxbin_metabinner	>=0.5	8.85	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	<0.5	74.7	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	>0.6	8.6	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	>0.7	6.9	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	>0.8	17	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	>0.9	93.55	Mouse_gut
comebin_semibin2_maxbin_metabinner_binny	>=0.5	10.05	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	<0.5	89.45	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	>0.6	8.25	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	>0.7	7.45	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	>0.8	16.8	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	>0.9	87.4	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat	>=0.5	9.95	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	<0.5	92.85	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	>0.6	9.55	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	>0.7	8.35	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	>0.8	20.1	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	>0.9	108.95	Mouse_gut
comebin_semibin2_maxbin_metabinner_metabat_binny	>=0.5	11.15	Mouse_gut
comebin_semibin2_metabat	<0.5	64.9	Mouse_gut
comebin_semibin2_metabat	>0.6	4.73684210526316	Mouse_gut
comebin_semibin2_metabat	>0.7	4.94736842105263	Mouse_gut
comebin_semibin2_metabat	>0.8	10.15	Mouse_gut
comebin_semibin2_metabat	>0.9	55.8	Mouse_gut
comebin_semibin2_metabat	>=0.5	5.63157894736842	Mouse_gut
comebin_semibin2_metabat_binny	<0.5	68.3	Mouse_gut
comebin_semibin2_metabat_binny	>0.6	5.8	Mouse_gut
comebin_semibin2_metabat_binny	>0.7	5.6	Mouse_gut
comebin_semibin2_metabat_binny	>0.8	13.45	Mouse_gut
comebin_semibin2_metabat_binny	>0.9	77.35	Mouse_gut
comebin_semibin2_metabat_binny	>=0.5	6.89473684210526	Mouse_gut
comebin_semibin2_metabinner	<0.5	53.65	Mouse_gut
comebin_semibin2_metabinner	>0.6	5.2	Mouse_gut
comebin_semibin2_metabinner	>0.7	4.42105263157895	Mouse_gut
comebin_semibin2_metabinner	>0.8	10.6842105263158	Mouse_gut
comebin_semibin2_metabinner	>0.9	59.6	Mouse_gut
comebin_semibin2_metabinner	>=0.5	6.78947368421053	Mouse_gut
comebin_semibin2_metabinner_binny	<0.5	57.05	Mouse_gut
comebin_semibin2_metabinner_binny	>0.6	6.5	Mouse_gut
comebin_semibin2_metabinner_binny	>0.7	5.1	Mouse_gut
comebin_semibin2_metabinner_binny	>0.8	14.1578947368421	Mouse_gut
comebin_semibin2_metabinner_binny	>0.9	81.15	Mouse_gut
comebin_semibin2_metabinner_binny	>=0.5	8.05263157894737	Mouse_gut
comebin_semibin2_metabinner_metabat	<0.5	71.8	Mouse_gut
comebin_semibin2_metabinner_metabat	>0.6	6.15	Mouse_gut
comebin_semibin2_metabinner_metabat	>0.7	5.94736842105263	Mouse_gut
comebin_semibin2_metabinner_metabat	>0.8	13.25	Mouse_gut
comebin_semibin2_metabinner_metabat	>0.9	75	Mouse_gut
comebin_semibin2_metabinner_metabat	>=0.5	7.55	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	<0.5	75.2	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	>0.6	7.45	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	>0.7	6.55	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	>0.8	16.55	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	>0.9	96.55	Mouse_gut
comebin_semibin2_metabinner_metabat_binny	>=0.5	8.75	Mouse_gut
concoct_binny	<0.5	26.4	Mouse_gut
concoct_binny	>0.6	2.9	Mouse_gut
concoct_binny	>0.7	2.47368421052632	Mouse_gut
concoct_binny	>0.8	6.83333333333333	Mouse_gut
concoct_binny	>0.9	36.45	Mouse_gut
concoct_binny	>=0.5	3.38888888888889	Mouse_gut
concoct_metabat	<0.5	41.15	Mouse_gut
concoct_metabat	>0.6	3	Mouse_gut
concoct_metabat	>0.7	3.05263157894737	Mouse_gut
concoct_metabat	>0.8	6.26315789473684	Mouse_gut
concoct_metabat	>0.9	30.3	Mouse_gut
concoct_metabat	>=0.5	2.95	Mouse_gut
concoct_metabat_binny	<0.5	44.55	Mouse_gut
concoct_metabat_binny	>0.6	3.85	Mouse_gut
concoct_metabat_binny	>0.7	3.8	Mouse_gut
concoct_metabat_binny	>0.8	9.73684210526316	Mouse_gut
concoct_metabat_binny	>0.9	51.85	Mouse_gut
concoct_metabat_binny	>=0.5	4.15	Mouse_gut
concoct_metabinner	<0.5	29.9	Mouse_gut
concoct_metabinner	>0.6	3.25	Mouse_gut
concoct_metabinner	>0.7	2.66666666666667	Mouse_gut
concoct_metabinner	>0.8	6.61111111111111	Mouse_gut
concoct_metabinner	>0.9	34.1	Mouse_gut
concoct_metabinner	>=0.5	4.5	Mouse_gut
concoct_metabinner_binny	<0.5	33.3	Mouse_gut
concoct_metabinner_binny	>0.6	4.55	Mouse_gut
concoct_metabinner_binny	>0.7	3.3	Mouse_gut
concoct_metabinner_binny	>0.8	10.2777777777778	Mouse_gut
concoct_metabinner_binny	>0.9	55.65	Mouse_gut
concoct_metabinner_binny	>=0.5	5.52631578947368	Mouse_gut
concoct_metabinner_metabat	<0.5	48.05	Mouse_gut
concoct_metabinner_metabat	>0.6	4.2	Mouse_gut
concoct_metabinner_metabat	>0.7	4.05263157894737	Mouse_gut
concoct_metabinner_metabat	>0.8	9.52631578947368	Mouse_gut
concoct_metabinner_metabat	>0.9	49.5	Mouse_gut
concoct_metabinner_metabat	>=0.5	5.15	Mouse_gut
